word,freq,phon_read,phonemes_right,phonemes_wrong,phonemes_proportion,phonemes_sum,phonemes_average,phoneme_dists,stress,wordwise_dist
ghosts,3396,XX-OW1-S-_,2,3,0.4,3.683944446623716,0.7367888893247432,0.817724698836891-0.48594030347050404-0.012186274987703173-0.7419461281608725-1.6261470411677459,1.0,2.258273327902203
mused,381,M-XX-Z-_,1,4,0.2,7.672886411327827,1.5345772822655654,0.01927699891462849-1.2426772671228206-2.7247853163228015-1.7370633816063523-1.9490834473612235,0.0,4.096997545697892
glump,2,G-L-AH1-M-_,4,1,0.8,1.434982088657457,0.23916368144290948,0.0661659471659178-0.20031974716396087-0.042401243893262455-0.1392308091223124-0.9472939664701912-0.03957037484181242,1.0,0.9821510529631862
styles,9166,S-T-AY1-XX,3,2,0.6,2.888297913352222,0.5776595826704444,0.00036778416377526875-0.09213541424734505-0.7237424150837224-0.7144632146144689-1.3575890852429104,1.0,1.9712427457375368
fringe,2337,F-R-IH1-N-_,4,1,0.8,2.8751392621002143,0.4791898770167024,0.02140653955226436-0.18492085051433813-0.3730545229193654-0.45015404396406195-1.600211849867616-0.2453914552825689,1.0,1.7312877380842207
lamps,1588,L-AE1-M-XX-_,3,2,0.6,2.7289246688978843,0.4548207781496474,0.11383234808186946-0.1287380689733646-0.3633208579581923-0.5941347793453449-1.4471425970460496-0.08175601749306374,1.0,1.6172307251315605
chants,665,CH-AE1-N-T-_,4,1,0.8,2.1806893525207784,0.3634482254201297,0.06922466865553745-0.43058690808900013-0.22135413985603974-0.2411087342044402-1.0591870921607667-0.15922780955499402,1.0,1.2018980857979809
clicked,1728,K-L-IH1-K-_,4,1,0.8,1.6947610823671444,0.2824601803945241,0.003926916297512097-0.23017396937495171-0.34756950999850167-0.009693125985485765-0.9921060589574072-0.11129150175328598,1.0,1.0819215444771852
stops,10999,S-T-AA1-P-_,4,1,0.8,2.2353397826466193,0.3725566304411032,0.02172741246816443-0.09607963202261732-0.5643829602439769-0.14914216937798216-1.1036311565810126-0.3003764519528657,1.0,1.287906297564704
drakes,2,D-R-EY1-K-XX,4,1,0.8,1.305950002693625,0.21765833378227084,0.12288616016200529-0.005887237952491299-0.12044280459481341-0.029255007725871883-0.780240645763539-0.24723814649490408,1.0,0.8368991330916269
props,1520,P-R-AA1-P-XX,4,1,0.8,2.2160876940846004,0.36934794901410006,0.022170676320277326-0.1278697339124983-0.6769374771952593-0.31460660317826744-0.9020802845795025-0.17242291889879552,1.0,1.190605884969001
risked,462,R-IH1-_-XX,2,3,0.4,3.545008077964053,0.7090016155928106,0.034581599295575395-0.10197362530855054-1.0540181663308241-0.7838941264218622-1.570540560607241,1.0,2.281148056609873
drowned,2178,D-R-AW1-N-T,4,1,0.8,1.9962557854584715,0.33270929757641193,0.24847609841580268-0.12897083013886707-0.5627379697427282-0.04881416256588985-0.9268737011012598-0.08038302349392379,1.0,1.1238269349979992
planed,196,P-L-IY1-N-XX,3,2,0.6,3.026517088947581,0.5044195148245968,0.03346081287386935-0.05211560876943221-1.60746044002458-0.03399254628592433-1.2629683451808886-0.0365193358128865,1.0,2.0458110677527808
swines,2,S-W-XX-N-XX,3,2,0.6,2.52513836656331,0.42085639442721834,0.0654226059544679-0.02646435676025303-0.7881597812586859-0.10888127447643939-1.0477810269236527-0.48842932118981114,0.0,1.4051475845807389
links,23706,L-IH1-NG-K-_,4,1,0.8,2.2214473061459796,0.3702412176909966,0.019589311225096103-0.06220021789405048-0.63803599191117-0.15168602928298217-1.1016830343791895-0.24825272145349164,1.0,1.3075496581858956
blank,15242,B-L-AE1-XX-_,3,2,0.6,2.049179233395647,0.34152987223260783,0.12732264053964182-0.03640588049937067-0.21379281816337245-0.8186454446745337-0.7984947036487282-0.05451774586999997,1.0,1.1721732604369284
snakes,2620,S-N-EY1-K-_,4,1,0.8,1.9570051058854716,0.3261675176475786,0.006425977592198503-0.17042021640723262-0.23888844951816074-0.033824354397016525-1.435205240934634-0.07224086703622913,1.0,1.4670817796183881
drives,43189,D-R-AY1-F-S,3,2,0.6,2.259999019207382,0.37666650320123035,0.12708547794674063-0.039885592016615984-0.45544055789268617-0.5402260089404395-0.9700091458349512-0.1273522365759484,1.0,1.2141450312170836
strung,939,S-T-R-AH1-NG,5,0,1.0,1.6148283678584254,0.26913806130973755,0.0038308980453231585-0.06732335754041836-0.0646260223087861-0.16382414784946953-0.6126111245510831-0.7026128175633451,1.0,0.9510621145626895
snoozed,2,S-N-UW1-_,3,2,0.6,3.486673538150595,0.697334707630119,0.016706027256411633-0.26682093939089163-0.11988250982109212-1.1709861405192317-1.9122779211629677,1.0,2.4726220314194043
flips,941,F-L-IH1-P-XX,4,1,0.8,1.623315350123244,0.270552558353874,0.0381671230882418-0.29703222027686377-0.20382508570222976-0.09721339688484072-0.8889625155267361-0.0981150086443318,1.0,0.9698251843480593
gifts,5075,G-IH1-F-T,4,1,0.8,2.123258074745766,0.42465161494915316,0.18118456002514668-0.04631339607656822-0.17403672732803013-0.30606511753863-1.4156582737773908,1.0,1.7784897419425898
vests,501,V-EH1-S-T,4,1,0.8,2.160483969505522,0.43209679390110434,0.1288552116553492-0.11415880864605045-0.040028053267453616-0.48387310722264687-1.3935687887140216,1.0,1.7909230293292275
planes,7918,P-L-IY1-N-S,3,2,0.6,2.4235948780900918,0.40393247968168194,0.04889146155069331-0.044012769545611674-1.1752472995006142-0.026830844620047384-1.0183488845110524-0.11026361836207266,1.0,1.5605915943068998
pumps,3240,P-AH1-M-P-_,4,1,0.8,1.9604876013642984,0.3267479335607164,0.026815072328047786-0.048248901630427915-0.3215507038004462-0.43457494592554224-1.024191277712918-0.10510669996691613,1.0,1.1641788673027897
crams,2,K-R-AE1-M-XX,4,1,0.8,1.6822292587642989,0.28037154312738316,0.13366639582323023-0.00741234286752327-0.11229506813966776-0.019199924657011345-1.3685092726364427-0.04114625464042344,1.0,1.3803662960233944
crossed,5312,K-R-AO1-S-XX,4,1,0.8,2.3664675047145085,0.3944112507857514,0.27066194574470337-0.03648033513542489-0.6339633560902904-0.15688753678689327-0.96774868716456-0.300725643792637,1.0,1.2361575037726584
helps,48117,HH-AH1-T-_,1,4,0.2,6.349267756568753,1.2698535513137506,0.4222578308279631-1.2683720166539059-1.6496428506451977-1.4418052083342574-1.5671898501074282,1.0,3.1691129781171545
climbed,2314,K-L-XX-M-T,3,2,0.6,2.251841019243272,0.37530683654054536,0.07368813577977558-0.39063676164231353-0.719525905087978-0.02839773456160464-0.9722129034422528-0.06737957872934759,0.0,1.2752603332540995
stoops,2,S-T-UW1-P-_,4,1,0.8,1.908871548815895,0.3181452581359825,0.024068823564025635-0.04728287297444299-0.46061755725207104-0.10709440486696098-1.1032081847194253-0.16659970543896926,1.0,1.2129618644588245
frogs,1544,F-R-AA1-K-XX,3,2,0.6,3.6862984585551026,0.6143830764258504,0.1633441551916804-0.049981076231883866-1.1174155166174184-0.944365286639643-1.3067582644067928-0.10443415946768415,1.0,1.971838306673015
barked,2,B-AA1-R-K-_,4,1,0.8,1.9961084576878203,0.33268474294797007,0.047805044262716284-0.3172306390623387-0.15863103497510644-0.14663578487072657-1.2055093305977946-0.12029662391913773,1.0,1.271735225258573
pastes,115,P-EY1-S-T,4,1,0.8,2.3953317216569987,0.4790663443313997,0.0805634526431858-0.5335550465927108-0.07621835920891669-0.11159569465538209-1.5933991685568034,1.0,1.9617225097729725
smooched,2,S-M-UW1-CH-_,4,1,0.8,2.826555876173736,0.471092646028956,0.04452536511488289-0.40563875027964574-0.42846604150494577-0.4489410626203265-1.3672073238933609-0.13177733276057432,1.0,1.5614985309739386
stand,48718,S-T-AA1-N,3,2,0.6,3.1244925556940393,0.6248985111388079,0.006832067887797455-0.059461684601728446-1.2756330887358314-0.07134261407988117-1.711223100388801,1.0,2.358854894658217
swells,305,S-W-EH1-L-XX,4,1,0.8,1.7458656034808158,0.29097760058013594,0.06759786919503656-0.11226020096110595-0.47801118085296607-0.01517815105194451-1.0014185438572962-0.07139965756246631,1.0,1.1197472487176046
frats,2,F-R-AE1-T-XX,4,1,0.8,1.3186398790599925,0.2197733131766654,0.16369551917336983-0.026199889272801875-0.21443098868296803-0.17689007527131578-0.5447218323104939-0.19270157434904311,1.0,0.662275755395511
swamped,791,S-W-AO1-M-P-_,5,1,0.8333333333333334,2.7787070877384488,0.396958155391207,0.11533121534817832-0.047380006829873526-0.7044528414321872-0.47550031317383157-0.21125373989954113-1.1857295555742795-0.0390594154805576,1.0,1.479867854719733
grasped,1109,G-R-AE1-XX-P,4,2,0.6666666666666666,2.7831725233170035,0.46386208721950056,0.07600905280421143-0.013464288794969425-0.04741868988373266-0.810295912539803-0.3835557883895178-1.4524287909047693,1.0,1.9802654106624555
plunked,2,P-L-AH1-NG-K-_,5,1,0.8333333333333334,2.749367664734546,0.3927668092477923,0.05093349225113887-0.29150387668697103-0.09256345456674482-0.26016210846546434-0.5013396093886762-1.4271720722484336-0.12569305112711704,1.0,1.5709173490061397
stomped,588,S-T-AA1-M-P-_,5,1,0.8333333333333334,3.0271646380583177,0.43245209115118827,0.04388634499447103-0.20897692165378332-0.5562890893982675-0.5847542781292878-0.2533948841777886-1.2948415321942828-0.08502158751043642,1.0,1.5636638746867662
squeaks,2,S-K-W-EH1-K-_,4,2,0.6666666666666666,2.390699016324623,0.3415284309035176,0.03563227014163551-0.05434034618002402-0.0603146481135354-0.9378595555025819-0.03547158515517376-1.1302248603264888-0.1368557509051842,1.0,1.4781193792560345
springs,10814,S-P-R-XX-NG-K-XX,4,2,0.6666666666666666,4.877690890848682,0.6968129844069546,0.04948121468470827-0.05948468403242567-0.08269304988095796-1.2639751752816504-0.2074419305602247-2.02938052789328-1.1852343085154355,0.0,2.678928153216698
squirts,2,S-K-W-AH1-S-_,3,3,0.5,4.193922390070385,0.5991317700100549,0.04535470887205855-0.09093513631706412-0.19876163387083132-1.2949288675251749-0.9989272102504926-1.31553380457352-0.24948102866124297,1.0,2.125417312835127
snorts,2,S-N-AO1-R-_,4,2,0.6666666666666666,3.5813449223179163,0.5968908203863194,0.003931739722639617-0.21792528690997418-0.1936742047639206-0.30567963931863923-1.3403431883650672-1.5197908632376755,1.0,2.2988564024997964
stamps,6034,S-T-AE1-M-P-_,5,1,0.8333333333333334,3.0061210138217604,0.42944585911739436,0.008139323617158514-0.09617201659516547-0.9635448224061511-0.5122824719845681-0.15717888886857312-1.1911833669561467-0.07762012339399722,1.0,1.627825285965262
grasps,2,G-R-AE1-XX-XX,3,3,0.5,2.515679127394706,0.4192798545657843,0.059319970098235364-0.012097717740712536-0.06941747713207272-0.568177582858913-0.30044705178926173-1.506219327775511,1.0,1.9210088130238079
scrapes,234,S-K-R-XX-P-_,4,2,0.6666666666666666,3.167821354971002,0.45254590785300025,0.029433695718611298-0.08391698504500668-0.0936988363046724-1.5002740385818176-0.223048854024323-0.9827797949017502-0.2546691503948209,0.0,1.8297468016918779
blinked,562,B-L-IH1-NG-K-_,5,1,0.8333333333333334,2.9592329776158235,0.4227475682308319,0.419802073114126-0.12982177631278186-0.7804485648782369-0.06929291413537073-0.0659436741600634-1.3059205300295567-0.18800344498568788,1.0,1.597532860008422
strained,1225,S-T-R-EY1-NG-XX,4,2,0.6666666666666666,2.741380955495749,0.39162585078510703,0.005157811524538304-0.08683350524782223-0.03685364925189401-0.14765218758421578-0.8987261123913892-1.319163598451343-0.24699409104454653,1.0,1.6246948409467823
scraped,628,S-K-R-XX-P-_,4,2,0.6666666666666666,3.1120609365019716,0.4445801337859959,0.03543328875987947-0.09851275364083391-0.07869315254010603-1.6478624462828355-0.046960294923069995-1.1563764233187392-0.04822257703650762,0.0,2.018499604496106
glumped,2,G-L-AH1-M-P,5,1,0.8333333333333334,3.250022769098193,0.5416704615163656,0.36523826622435646-0.8439727360231776-0.11464457768479547-0.31842902139527074-0.210726362221411-1.3970118055491818,1.0,1.9890392091920035
splished,2,S-P-L-IH1-XX-_,4,2,0.6666666666666666,3.648568978231921,0.5212241397474172,0.14358197306493434-0.2762574702554841-0.22526927418716836-0.9219210836242794-0.7007609210838034-1.2121311392462337-0.1686471167700173,1.0,1.7281169869046458
clinks,2,K-L-IH1-NG-K-XX,5,1,0.8333333333333334,2.7441001877697184,0.3920143125385312,0.012059024935146186-0.47795661325365607-0.20749221635938217-0.5374550176200086-0.3777240039992245-0.9483783642881581-0.18303494731414283,1.0,1.279100307651954
strapped,1341,S-T-R-AA1-P-T,5,1,0.8333333333333334,2.010458981896641,0.28720842598523444,0.021786715828334625-0.04680491137861891-0.2116802696974757-1.2159428790041433-0.04255128855928392-0.398104394021006-0.07358852340777866,1.0,1.3006552094117991
plunks,2,P-L-AH1-NG-K-XX,5,1,0.8333333333333334,2.5738471214748837,0.3676924459249834,0.047720499445356376-0.2911420459606639-0.09454939754199453-0.42275701382553565-0.5749839703543584-1.025839150487163-0.11685504385981196,1.0,1.292792190732864
swarmed,144,S-W-AO1-R-M-XX,5,1,0.8333333333333334,2.2489697620998266,0.3212813945856895,0.203647299516928-0.05753133285745398-0.1318906195039924-0.08058020987664301-0.44669692507833203-1.2841077632399902-0.04451561202648687,1.0,1.3853241183201652
twists,1084,T-W-IH1-S-T,5,1,0.8333333333333334,2.861963801526673,0.4769939669211121,0.18801308722793164-0.042194122408392896-0.8655972048053249-0.08512177270306148-0.48377739080667087-1.197260223575291,1.0,1.860404823929717
clasped,354,K-L-AE1-XX-XX,3,3,0.5,2.991448110979069,0.4985746851631782,0.008375787382774698-0.07414134980011376-0.06656039684169267-0.971596560489497-0.25673606809579147-1.6140379483691996,1.0,2.1505880971921028
sprained,260,S-P-R-EY1-N-XX,5,1,0.8333333333333334,2.0447360403226384,0.2921051486175198,0.08405767755408759-0.11703144058182915-0.04883610173904699-0.26597768419798734-0.22836588758452062-1.2218074988261352-0.07865974983903176,1.0,1.2825923138743724
stumps,455,S-T-AH1-M-P-XX,5,1,0.8333333333333334,1.865092436584308,0.26644177665490115,0.02944278903984528-0.03613371543099674-0.13973679707311726-0.34988693467005333-0.28046695880864686-0.8817142437274661-0.14771099783418232,1.0,1.0109500601823966
snarfs,2,S-N-AA1-R-F,5,1,0.8333333333333334,3.159195402566628,0.526532567094438,0.0014207511970774007-0.5564727754926188-0.2727101523549297-0.2452899217220959-0.47517632155324235-1.608125480246664,1.0,2.063022549095801
squawked,2,S-K-W-XX-K-XX,4,2,0.6666666666666666,2.318985077026985,0.3312835824324264,0.1300402836621545-0.07495443881469396-0.171661963219323-1.2014869106534607-0.043570809871438694-0.6512787934089371-0.045991877396976945,0.0,1.3869913497799549
squelch,402,S-K-W-XX-XX,3,3,0.5,4.407436684788896,0.7345727807981494,0.045544432271293636-0.06138253954755511-0.04124963762419978-1.0115905724446854-1.6160113762073582-1.6316581266938037,0.0,2.7027134773728507
dwarves,2,T-WH-AH1-V-_,0,6,0.0,9.213800119078316,1.5356333531797193,0.7053988769223895-0.9399226843585338-1.6134253169756736-2.1469513641700524-1.9043592400830693-1.9037426365685988,1.0,4.104193438823729
sprains,42,S-P-R-EY1-XX-_,4,2,0.6666666666666666,3.166981396653566,0.45242591380765224,0.06768049302939076-0.0844845052285741-0.027836321825410886-0.27545110737927936-0.7835679193112745-1.3789196337227372-0.5490414161568992,1.0,1.7044679437364254
shrimps,2,SH-R-IH1-XX-XX,3,3,0.5,4.046324867576716,0.6743874779294526,0.11217524479697333-0.08738146754022576-0.13240389376231973-0.7905633703654028-1.367405279472522-1.5563956116392719,1.0,2.4402673087842204
splits,2112,S-P-L-IH1-T-S,6,0,1.0,2.0093049625295323,0.28704356607564746,0.05842736440890083-0.21036680709851932-0.27205126334327934-0.3607605098688068-0.4275895318862188-0.5959485118612232-0.08416097406258412,1.0,0.8926917115844177
squashed,573,S-K-W-AA1-XX-XX,4,2,0.6666666666666666,2.7652267349811477,0.3950323907115925,0.036932023164403936-0.10303890413476559-0.06827296769699823-0.7712405641505498-0.7203026939690163-0.8952812435226204-0.17015833834279356,1.0,1.4002758771255526
planks,324,P-L-AA1-NG-K-_,4,2,0.6666666666666666,3.6551960295823918,0.5221708613689131,0.03876883742362845-0.1724536970244905-1.1010573773784023-0.49906479425714334-0.43372554113040124-1.163692362189519-0.24643342017880712,1.0,1.7594497739199695
streamed,188,S-T-R-EH1-K-XX,3,3,0.5,4.785552372073103,0.6836503388675862,0.0022937381564872117-0.05364982083540659-0.05298202606249719-1.3931101791926228-1.8116443379233458-1.264644744413045-0.20722752548969806,1.0,2.6212156368730954
skunks,489,S-K-AH1-NG-K-XX,5,1,0.8333333333333334,1.954755335015268,0.2792507621450383,0.016965359443878596-0.13374267880101676-0.3789924550881105-0.20167261389033234-0.1475977780057644-0.8812794809027441-0.1945049688834212,1.0,1.019192259690876
strikes,7435,S-T-R-XX-K-XX,4,2,0.6666666666666666,2.5695786057413157,0.3670826579630451,0.007379266764172486-0.0794837435273342-0.34446449970870135-0.686152608837307-0.13971749218746438-0.8625945689560829-0.44978642576025346,0.0,1.249692566214096
quilts,2,K-W-IH1-XX-T,4,2,0.6666666666666666,4.61781269024822,0.7696354483747033,0.16532787214556965-0.08040276805472654-0.9103891452154755-1.1919253607187468-0.5894525669537898-1.6803149771599113,1.0,2.5405127676959327
grunts,2,G-R-AH1-N-T-XX,5,1,0.8333333333333334,2.2072786837503204,0.3153255262500458,0.07133465071846838-0.24791138502905416-0.1217280988724051-0.184473235815271-0.463273260669573-0.9726425689338491-0.14591548371170018,1.0,1.1390100093273419
swarms,128,S-W-AO1-R-M,5,1,0.8333333333333334,1.9579968228646805,0.32633280381078006,0.06853245740569074-0.04779327175777624-0.1642852585795906-0.07463924109390782-0.17078060794882713-1.4319659860788878,1.0,1.766135373741001
straps,2397,S-T-R-AA1-P-XX,4,2,0.6666666666666666,2.775143347234435,0.3964490496049193,0.005042569987496689-0.07062303319063783-0.23018108239204524-1.2247210622231686-0.15052910893731605-0.8519345478550346-0.24211194264873587,1.0,1.5378581633274617
strolls,2,S-T-R-OW1-S,4,2,0.6666666666666666,3.7850653907249896,0.6308442317874983,0.002790591073289785-0.15944615954846114-0.08515688958676865-0.2677127511786891-1.3405896314563581-1.9293693678814228,1.0,2.5737131533775286
drunks,473,D-R-AH1-NG-K-XX,5,1,0.8333333333333334,2.4152556930878855,0.3450365275839836,0.21315806113800478-0.22577659382976303-0.07851612294863279-0.6286383671017152-0.29575610487699255-0.8071452203076445-0.16626522288513265,1.0,1.1244383540609102
slumped,394,S-L-AH1-M-P-_,5,1,0.8333333333333334,2.140918385309671,0.30584548361566727,0.30597520518914845-0.12339273606355439-0.07526449525058602-0.3435665763313042-0.04642550644504987-1.1371545876000424-0.10913927842998561,1.0,1.2408612315508334
tromps,2,T-R-AA1-M-_-_,4,2,0.6666666666666666,4.894136246808794,0.6991623209726849,0.16877228507560893-0.04937975060660086-0.9025014889902585-0.951464082577376-1.2306410241947878-1.4499682986747477-0.14140931668941453,1.0,2.3211198319956594
scorned,254,S-K-AO1-R-XX,4,2,0.6666666666666666,3.0506831869542053,0.5084471978257009,0.04223111153424086-0.029959222339239214-0.09459940400941431-0.04443028516626699-0.9685944564584779-1.8708687074465657,1.0,2.334936628872047
swamps,803,S-W-AA1-M-P-_,5,1,0.8333333333333334,2.564170347140739,0.3663100495915342,0.06984733738847733-0.04618660399967583-0.36926237502484743-0.40953760669793277-0.23999549520248126-1.365750439768067-0.0635904890592577,1.0,1.495995808009198
blinks,2,B-L-IH1-NG-K-XX,5,1,0.8333333333333334,2.6297223751984675,0.3756746250283525,0.2757483435745918-0.15234306200493805-0.7774361574622368-0.1630679614588571-0.0983521726952711-0.9912597354700624-0.17151494253251034,1.0,1.323604958081963
clomped,2,K-L-AA1-M-XX,4,2,0.6666666666666666,4.217200049384494,0.7028666748974156,0.04226659462838058-0.7323287671438484-1.0080608117640444-0.114933001260833-0.675822881615317-1.6437879929720707,1.0,2.392961265117991
screens,6740,S-K-R-XX-T-S,3,3,0.5,3.4119493636314706,0.48742133766163864,0.01184581446474082-0.1114050606383813-0.03561367813897096-0.6856763483596554-1.3765413810989884-1.0478437426507141-0.14302333828002,0.0,1.8700989700573392
squished,2,S-K-W-XX-SH-XX,4,2,0.6666666666666666,3.1137216821124305,0.44481738315891867,0.03425493666410734-0.13724769447596213-0.059581635951699546-1.1007334957427797-0.6372993240981865-1.0500847894124195-0.0945198057672759,0.0,1.6591977029429745
stunts,669,S-T-AH1-N-T-XX,5,1,0.8333333333333334,2.369801476695113,0.33854306809930185,0.007760238390181706-0.00950260955314556-0.5531759339260294-0.3525090181670373-0.40153244509896424-0.912732218691457-0.13258901286829766,1.0,1.200960031179301
grinds,508,G-R-AY1-N-D,5,1,0.8333333333333334,2.3309467351600484,0.3884911225266747,0.06798562798183644-0.06684762596508012-0.19323178850782616-0.018413659413698803-0.5179620166856501-1.4665060166059567,1.0,1.8616371249850827
squeaked,137,S-K-W-XX-K-XX,4,2,0.6666666666666666,1.8987345560992306,0.27124779372846153,0.06134080528529859-0.04317581598186367-0.12773793451063234-0.8240311050536696-0.02847635476443298-0.6765472916532117-0.137425248850122,0.0,1.0855339364263314
clasps,2,K-L-AE1-XX-_,3,3,0.5,4.028373371307056,0.6713955618845094,0.009569290265185618-0.06945791414796545-0.1918830222225792-0.938140631960638-1.1998065364347077-1.6195159762759812,1.0,2.4462646289785033
tramped,19,T-R-AE1-M-P-_,5,1,0.8333333333333334,2.698181410852885,0.38545448726469783,0.3284974215006439-0.028717894220556955-0.10347170861134429-0.4724724398437015-0.29766027482803853-1.3724370219748276-0.09492464987377228,1.0,1.5244236884565068
squirms,58,S-K-W-AH1-M-XX,4,2,0.6666666666666666,3.0088651744416306,0.4298378820630901,0.03711814802132672-0.12434487889839062-0.09997282048956739-1.215138962677891-0.23121454029667027-1.2007672403879868-0.10030858366979753,1.0,1.7345779343882912
scraps,673,S-K-R-AE1-P-_,5,1,0.8333333333333334,2.3343043672562813,0.333472052465183,0.05466837798823259-0.1657184769884915-0.13225433913374463-0.8453159787823283-0.09247625225292609-0.8508755747065216-0.19299536740403617,1.0,1.237856967534617
frumps,2,F-R-AH1-M-_,4,2,0.6666666666666666,3.843364023662832,0.640560670610472,0.07677860416189708-0.47458436125302805-0.17540553407041934-0.4502164658145678-1.2166843318834206-1.449694726479499,1.0,2.2464467055572803
screamed,3196,S-K-R-XX-P-T,3,3,0.5,3.7355688565847314,0.5336526937978188,0.013548894096111853-0.22118683810006678-0.023499750193544992-0.9389918668092436-1.3084314534265111-1.0935493992859158-0.13636065467333713,0.0,1.964128951777439
screams,2589,S-K-R-XX-P-S,3,3,0.5,3.559687058397281,0.508526722628183,0.013288560540021397-0.12233170598361484-0.02933546145888234-1.039891759682449-1.262675443877177-1.009967868117712-0.08219625873742473,0.0,1.928345837612031
drifts,323,D-R-IH1-F-XX,4,2,0.6666666666666666,3.3276564018890094,0.5546094003148349,0.3296271015249119-0.09541421443163282-0.5108323338127622-0.2613088677985154-0.7624649551458885-1.3680089291752986,1.0,1.974788883441221
strains,1458,S-T-R-EY1-XX-XX,4,2,0.6666666666666666,2.8503317856429806,0.40719025509185436,0.0025493732660725943-0.07567991062201433-0.057345438228452436-0.11162146277139398-1.2029432370551527-1.2807874844296854-0.119404879270209,1.0,1.767265779517792
blondes,1091,B-L-AA1-N-D,5,1,0.8333333333333334,3.335351916812372,0.5558919861353954,0.07304961641554414-0.1061026460564989-0.8880678690405082-0.03352285900942438-0.6827732895951804-1.551835636695216,1.0,2.1635053844071743
squalled,2,S-K-W-AO1-XX-D,4,2,0.6666666666666666,3.2566914440055643,0.46524163485793774,0.1120751377746241-0.06355719257969643-0.0854872030715036-1.561145552275455-0.9384251032106606-0.4779234420554793-0.01807781303814503,1.0,1.8895669209214516
starts,30547,S-T-AA1-R-T-XX,5,1,0.8333333333333334,2.5213947663285086,0.3601992523326441,0.0036763912983206817-0.05640220042549755-0.8169975322620202-0.4941478853249414-0.3160034783594574-0.6316535567738295-0.20251372188444175,1.0,1.2061169288385571
frosts,58,F-R-AO1-S-_,4,2,0.6666666666666666,3.414182181720559,0.5690303636200932,0.015703688464615298-0.043427591468998154-0.6192575469006384-0.052425965625029304-1.2348932508317387-1.448474138429539,1.0,2.2386155595470787
stamped,3751,S-T-AE1-M-P-_,5,1,0.8333333333333334,2.8798575008728555,0.4114082144104079,0.024559928575178264-0.13383264807551412-0.9404539982767235-0.4229847573078898-0.12231648728289124-1.1978510073827915-0.03785867397186735,1.0,1.5915796661543882
strange,32166,S-T-R-XX-NG-_,3,3,0.5,4.526464464176945,0.6466377805967064,0.002744778729462991-0.07459939022105891-0.12196613706443554-0.9489863199100286-0.9872857748716152-1.740062936860924-0.6508191265194201,0.0,2.31238862169464
frisks,2,F-R-IH1-XX-_-_,3,3,0.5,4.387101372038655,0.6267287674340937,0.06309068652243834-0.13300908304945197-0.2528103572066618-0.9291741330572895-1.2983688887309675-1.4228167737644501-0.28783144970739616,1.0,2.1776055160482763
squares,2674,S-K-W-AO1-R-S,4,2,0.6666666666666666,2.6224616429046894,0.3746373775578128,0.023832053521493594-0.05048383115846406-0.05183954282212038-1.135833993144737-0.1746130014953547-1.1365693622428628-0.04928985851965701,1.0,1.6188365846495643
scorns,2,S-K-AO1-R-N,5,1,0.8333333333333334,2.5077302648253776,0.41795504413756296,0.03208714475564572-0.04155222887609033-0.1431086214683433-0.1238377356535858-0.3975562141117973-1.7695883199599152,1.0,2.0804003942537066
snarls,2,S-N-AA1-R-XX,4,2,0.6666666666666666,4.7432868525135365,0.790547808752256,0.0014011650070666387-0.6584265915247765-0.6915095585228925-0.002222314292030872-1.4625716679389507-1.9271555552278195,1.0,2.786532319174285
streaked,216,S-T-R-EH1-K-_,4,2,0.6666666666666666,3.2269144328964665,0.46098777612806663,0.0033353768565054153-0.04589361880127307-0.07320482003280973-1.521844579829173-0.0905679312944068-0.997232536578151-0.4948355695041477,1.0,1.8897155190272572
glumps,2,G-L-AH1-M-P-_,5,1,0.8333333333333334,2.5800897329983554,0.3685842475711936,0.1454435957641465-0.5370906849444539-0.07347988447686561-0.2392786890082567-0.28529084497287627-1.196504834983997-0.10300119884775957,1.0,1.376916032722637
grounds,8881,G-R-AW1-N-XX,4,2,0.6666666666666666,3.272445413846149,0.5454075689743582,0.030323608911486707-0.01866352911452585-0.4251527159969785-0.030598059739322583-0.97316883700266-1.7945386630811755,1.0,2.3130900372363645
spends,3636,S-P-EH1-N-T-XX,4,2,0.6666666666666666,2.4228107786657413,0.3461158255236773,0.00733439500307066-0.07002260832184763-0.1225768882903393-0.019734159683919946-0.8355959934316362-1.2750292278512927-0.09251750608363504,1.0,1.533900640417635
quarts,433,K-W-AO1-R-T-XX,5,1,0.8333333333333334,2.121075122493311,0.3030107317847587,0.05100830102780037-0.07514062715438094-0.2774101265223142-0.5481795983808675-0.21911588268205562-0.831604014010808-0.11861657271508426,1.0,1.0674043790832644
struts,2,S-T-R-_-T-XX,4,2,0.6666666666666666,3.363951602757243,0.48056451467960615,0.0036278454021986387-0.0502224240132726-0.19805896008354443-1.3030474145329998-0.5832222463659246-0.8125241527926618-0.41324855956664075,0.0,1.706110614479024
stripes,2007,S-T-R-AY1-P-S,6,0,1.0,1.7154998683713913,0.24507140976734162,0.007337182444778403-0.08745268506493614-0.2560776608976999-0.4398948893778187-0.4073316115168767-0.2823124420366597-0.23509339703262172,1.0,0.7534410066361079
tramps,2,T-R-AE1-M-P-XX,5,1,0.8333333333333334,2.9097387601949936,0.4156769657421419,0.3409809504913014-0.023055145384112564-0.08429208486902148-0.3743224716462163-0.5901604884816406-1.4201346719003884-0.07679294742231274,1.0,1.623265554969319
