word,needs_variants
saucer,TRUE
saud,
sauerkraut,
saur,
saurs,
sausage,TRUE
save,TRUE
saved,
saving,
saw,TRUE
sawdusty,
sawmill,TRUE
saxophone,TRUE
say,
sayin,
saying,
sayonara,
says,
scales,TRUE
scaly,
scampered,TRUE
scampers,
scar,TRUE
scarce,
scarcely,
scare,
scarecrow,TRUE
scared,
scarer,TRUE
scares,
scarf,TRUE
scariest,
scariness,
scaring,
scarlet,
scarrys,
scary,
scat,
scattered,TRUE
scene,TRUE
scenery,
scent,TRUE
scepter,
schlopp,
schloppity,
scholar,TRUE
school,
schoolchildren,
schoolhouse,TRUE
schoolroom,TRUE
schools,
schoolwork,
schwooosshhhh,
science,TRUE
scientific,
scientifically,
scissors,
scissorscheck,
scold,TRUE
scolded,
scoop,TRUE
scooping,
scoot,TRUE
scooter,
scooters,
scoots,
scooty,
score,TRUE
scored,
scorned,TRUE
scotch,
scottish,
scour,TRUE
scout,TRUE
scowl,TRUE
scowled,
scr,
scraggly,
scramble,TRUE
scrambled,
scrape,TRUE
scraped,
scraper,TRUE
scraps,TRUE
scratch,
scratched,
scratches,
scratching,
scratchy,
scrawny,
scream,TRUE
screamed,
screaming,
screech,TRUE
screeched,
screen,TRUE
screens,
screwdriver,
screwdrivers,
screwed,TRUE
screws,
scritch,
scrub,TRUE
scrubbed,
scrubbing,
scruffy,
scrumptious,
scrunch,TRUE
scuba,
sculptor,TRUE
sculpture,
sculptures,
scurry,TRUE
scurrying,
scuttered,TRUE
scuttle,TRUE
scuttles,
se,
sea,
seacoast,TRUE
seagull,
seagulls,
seahorse,TRUE
seal,TRUE
sealed,
seam,TRUE
search,TRUE
searched,
searching,
seas,
seasonable,
seasoning,TRUE
seasons,TRUE
seat,
seated,
seater,TRUE
seats,
seaweed,
second,
seconds,
secret,
secretary,TRUE
secretly,
secrets,
see,
seed,TRUE
seeding,
seeds,
seehemewe,
seeing,
seek,TRUE
seeking,
seem,TRUE
seemed,
seems,
seen,
sees,
seldom,
selectmen,
self,TRUE
selfish,
selfsame,
sell,
selling,
sells,
semicircle,TRUE
sempsters,
senator,TRUE
send,TRUE
sending,
sensation,TRUE
sensational,
sense,TRUE
senses,
sensitive,
sent,
sentence,TRUE
separately,
september,
serious,
seriously,
servant,
servants,
serve,
served,
serves,
service,TRUE
serving,
session,TRUE
set,
sets,
setting,
settle,TRUE
settled,
seven,
seventeen,
seventh,
seventy,
several,
severe,TRUE
sew,
sewed,
sewer,TRUE
sewing,
sewn,
sews,
sh,
shabby,
shade,TRUE
shades,
shadow,TRUE
shadowed,
shadows,
shaftoe,
shaftoes,
shake,
shaken,
shaker,TRUE
shakes,
shakin,
shaking,
shall,
shallow,TRUE
shalt,
shame,TRUE
shampooed,TRUE
shang,
shank,TRUE
shape,
shaped,
shapes,
shaping,
share,
shared,
shares,
sharing,
shark,TRUE
sharp,
sharpish,
sharply,
shauna,
shave,TRUE
shaven,
shaving,
shawl,TRUE
she,
shearing,TRUE
shed,TRUE
sheep,
sheepishly,
sheeps,
sheet,
sheets,
sheila,
shelf,
shell,
shells,
shelter,TRUE
shelves,
shepherdess,
sherlock,
shes,
shh,
shhh,
shhhh,
shhhhhh,
shhhhhhhhhh,
shifted,TRUE
shih,
shillings,TRUE
shimmer,TRUE
shimmy,
shine,
shined,
shines,
shinin,
shining,
shiny,
ship,
shipped,
shipping,
ships,
shirker,TRUE
shirking,TRUE
shirley,
shirt,
shirts,
shiver,TRUE
shivered,
shivering,
shmellafint,
shnortles,
shock,TRUE
shocked,
shod,
shoe,
shoeberry,
shoeing,
shoelaces,TRUE
shoes,
shone,
shook,
shoot,
shooter,TRUE
shooting,
shoots,
shop,TRUE
shopper,
shoppers,
shopping,
shore,TRUE
shoreditch,
shoreside,
shorn,
short,
shortcake,TRUE
shortcut,TRUE
shorter,TRUE
shortish,
shortly,
shortness,
shorts,
shorty,
shot,
should,
shoulder,
shoulders,
shouldnt,
shouldnts,
shout,
shouted,
shouting,
shouts,
shove,TRUE
shoved,
shovel,
shovels,
shoving,
show,
showed,
shower,
showers,
showing,
shown,
shows,
shrank,
shreds,TRUE
shrieked,TRUE
shrieking,
shrill,TRUE
shrimps,TRUE
shroud,TRUE
shrugged,TRUE
shrunk,
shucks,TRUE
shuffles,TRUE
shuffling,
shunting,TRUE
shut,
shuts,
shutters,TRUE
shutting,
shy,
shyly,
sible,
sick,
sickening,TRUE
side,
sidecar,TRUE
sides,
sidewalk,
sidewalks,
sideways,
siding,
siege,TRUE
sierra,
sieve,
sifted,TRUE
sigh,
sighed,
sighing,
sighs,
sight,TRUE
sightless,
sights,
sightseeing,
sign,TRUE
signal,TRUE
signaled,
signalmen,
signals,
signed,
signs,
silence,TRUE
silent,
silently,
silk,TRUE
silking,
silky,
sill,TRUE
siller,TRUE
silliest,
silly,
sillyhead,TRUE
silo,
silos,
silver,
silvereyes,
silvery,
simmer,TRUE
simon,
simple,
simply,
sinbad,
since,
sincerely,
sing,
singers,
singing,
single,TRUE
sings,
sink,TRUE
sinking,
sinnin,
sip,TRUE
sipped,
sippy,
sips,
sir,TRUE
siren,TRUE
sissy,
sister,
sisters,
sit,
site,TRUE
sits,
sitting,
situation,TRUE
six,
sixpence,
sixteen,
sixth,
size,TRUE
sizes,
sizzle,TRUE
sizzling,
skakagrall,
skate,
skated,
skater,
skaters,
skates,
skating,
skeleton,TRUE
skeltering,TRUE
ski,TRUE
skidded,TRUE
skidder,TRUE
skidding,
skids,
skier,TRUE
skies,
skiing,
skill,TRUE
skillful,
skim,TRUE
skimmed,
skin,TRUE
skinned,
skinny,
skip,TRUE
skipped,
skipping,
skirt,TRUE
skis,
skit,TRUE
skitter,TRUE
skoodle,
skunk,TRUE
sky,
skye,
skyscraper,
skyscrapers,
slam,TRUE
slammed,
slap,TRUE
slashed,TRUE
slated,TRUE
slatherum,
slave,TRUE
slavery,
slaves,
sled,TRUE
sledding,
sleek,TRUE
sleep,
sleepily,
sleeping,
sleepover,TRUE
sleeps,
sleepy,
sleepyhead,TRUE
sleeve,
sleeves,
sleigh,TRUE
sleighs,
slender,
slept,
slice,TRUE
slices,
slick,TRUE
slid,
slide,
slides,
sliding,
slightly,
slim,TRUE
slime,TRUE
slimy,
slinger,
slingers,
slip,
slipped,
slippers,TRUE
slippery,
slipping,
slips,
slishity,
slither,TRUE
slitherum,
sliver,
sloooow,
slooowwww,
sloosh,TRUE
slope,TRUE
slosh,TRUE
sloth,TRUE
slow,
slowed,
slower,
slowing,
slowly,
slows,
slug,
slugs,
slumbering,TRUE
slump,TRUE
slumped,
slumping,
slung,TRUE
slunk,TRUE
slupp,
slupps,
slurp,TRUE
slurped,
slurps,
slurpy,
sly,
slyly,
smack,TRUE
smacked,
smacker,TRUE
smacking,
small,
smaller,
smallest,
smallish,
smart,
smarter,
smartest,
smartly,
smash,TRUE
smashed,
smeared,TRUE
smeary,
smell,
smelled,
smelling,
smells,
smelly,
smile,
smiled,
smiles,
smiley,
smiling,
smith,
smog,TRUE
smogged,
smogulous,
smoke,TRUE
smokestack,
smokestacks,
smokey,
smoking,
smooch,TRUE
smooching,
smooooooooch,
smooth,TRUE
smoothed,
smoothly,
smuggered,TRUE
snack,TRUE
snackers,TRUE
snacks,
snail,
snails,
snake,TRUE
snaked,
snakes,
snakin,
snap,
snapped,
snappers,TRUE
snapping,
snaps,
snapshot,TRUE
snarfing,TRUE
snarggled,TRUE
snarled,TRUE
snarling,
snarls,
snatch,TRUE
snatched,
sneak,TRUE
sneaked,
sneakers,TRUE
sneaky,
sneered,TRUE
sneeze,
sneezed,
sneezes,
sneezing,
snergelly,
snickerdoodles,TRUE
snickered,TRUE
sniff,
sniffed,
sniffing,
sniffle,TRUE
sniffles,
sniffs,
snipe,TRUE
snipped,TRUE
snooks,
snoop,TRUE
snoot,TRUE
snooze,TRUE
snoozing,
snore,
snored,
snores,
snoring,
snort,TRUE
snorted,
snorting,
snow,
snowball,
snowballs,
snowbanks,TRUE
snowed,
snowflakes,TRUE
snowing,
snowman,
snowmobile,TRUE
snowplowing,TRUE
snowplows,
snows,
snowshoe,TRUE
snowstorm,TRUE
snowsuit,TRUE
snowy,
snuck,
snuff,TRUE
snuffed,
snuffle,TRUE
snuffled,
snuffles,
snuffs,
snug,
snuggle,TRUE
snuggled,
snuggles,
snugly,
snurp,
snuvs,
snuvv,
so,
soak,TRUE
soaked,
soaking,
soap,TRUE
soapbox,TRUE
soapiest,
soapy,
soar,TRUE
sob,TRUE
sobbing,
sobs,
soccer,
sock,TRUE
socks,
soda,
sodas,
sodor,
sody,
sofa,
sofas,
soft,
softer,
softly,
softy,
soggy,
soil,TRUE
sold,
soldier,
soldiers,
solemn,TRUE
solid,TRUE
solomon,
some,
somebody,
somebodys,
someday,TRUE
somehow,
someone,
someones,
someplace,
somersault,TRUE
something,
somethings,
sometime,
sometimes,
somewhere,
son,
sond,
song,
songbird,
songbirds,
songs,
sonia,
sons,
sonya,
soon,
soonest,
soooo,
soot,TRUE
soothe,TRUE
soppy,
soprano,TRUE
sorcerers,TRUE
sore,TRUE
sorrow,
sorrowful,
sorrows,
sorry,
sort,TRUE
sorts,
sotomayor,
sought,
soul,TRUE
sound,
sounded,
sounding,
soundly,
sounds,
soup,TRUE
sour,
source,TRUE
south,
sovereign,TRUE
sow,TRUE
sowing,
spa,TRUE
space,TRUE
spaceship,TRUE
spade,TRUE
spaghetti,
spain,
spanish,
spare,TRUE
spark,TRUE
sparkle,TRUE
sparkled,
sparkles,
sparkly,
sparks,
sparrow,
sparrows,
spats,TRUE
speak,
speaking,
speaks,
spears,TRUE
special,TRUE
specialists,TRUE
species,
specifically,
speck,TRUE
speckled,TRUE
specs,
sped,
speech,TRUE
speechless,
speed,
speeding,
speeds,
speedy,
spell,
spelled,
spelling,
spells,
spelt,
spend,
spendid,
spending,
spends,
spent,
spice,TRUE
spicy,
spider,
spiders,
spiderwebs,TRUE
spied,TRUE
spiffy,
spike,TRUE
spikes,
spill,TRUE
spilled,
spills,
spilt,
spin,TRUE
spinach,
spine,TRUE
spinnin,
spinning,
spins,
spiny,
spirit,TRUE
spirits,
spit,TRUE
spitballs,TRUE
spite,TRUE
spittle,
splash,
splashed,
splashes,
splashin,
splashing,
splashity,
splatt,
splatter,TRUE
splendid,
splendor,
splint,TRUE
splish,TRUE
splishes,
split,TRUE
splitter,
splosh,
spoil,
spoiled,
spoiling,
spoils,
spoke,
spoken,
sponge,TRUE
spooky,
spool,TRUE
spoon,TRUE
spoonful,TRUE
spooning,
spoons,
sport,TRUE
sports,
spot,TRUE
spotlessly,TRUE
spotlight,TRUE
spots,
spotted,
spotty,
spout,TRUE
sprain,TRUE
sprained,
sprat,
spray,TRUE
spraying,
spread,
spreader,TRUE
spreading,
spreads,
spree,
sprightly,
spring,TRUE
springtime,
sprinkle,TRUE
sprinkled,
sprinkles,
sprints,TRUE
sprout,
sprouted,
sprouting,
sprouts,
sprucing,TRUE
spry,
spun,
sputtered,TRUE
spy,
spying,
squabbling,TRUE
squadron,
squalled,TRUE
square,TRUE
squares,
squash,TRUE
squashed,
squasher,TRUE
squawk,TRUE
squawked,
squeak,
squeaked,
squeakin,
squeaking,
squeaks,
squeaky,
squeal,TRUE
squealed,
squeeze,TRUE
squeezed,
squeezin,
squeezing,
squeezy,
squelch,TRUE
squelchy,
squerch,
squid,TRUE
squiggly,
squinting,TRUE
squirm,TRUE
squirmed,
squirmy,
squirrel,
squirrels,
squirt,TRUE
squirtin,
squish,TRUE
squishy,
squizzly,
sropped,
ss,
sss,
st,
stack,
stacked,
stacking,
stacks,
staff,TRUE
stag,
stage,TRUE
stained,TRUE
stair,
stairs,
stairway,TRUE
stale,
staler,
stall,TRUE
stammered,TRUE
stamped,TRUE
stand,
standing,
stands,
star,
starberry,TRUE
stare,TRUE
stared,
starfish,
starfruit,TRUE
staring,
starla,
starlas,
starlings,TRUE
stars,
start,
started,
starting,
startled,TRUE
startling,
starts,
starving,TRUE
state,TRUE
states,
station,TRUE
stations,
statue,
statues,
stay,
stayed,
stayin,
staying,
stays,
steadily,
steady,TRUE
steak,
steaks,
steal,TRUE
stealing,
steam,TRUE
steamed,
steaming,
steamroller,TRUE
steamship,TRUE
steamy,
steel,TRUE
steep,TRUE
steeper,TRUE
steeples,TRUE
steer,TRUE
steering,
stegosaurus,
stellaluna,
stellalunas,
stem,TRUE
step,
stepmother,TRUE
stepney,
stepped,
stepping,
steprelatives,TRUE
steps,
stepsisters,TRUE
stern,
sternly,
stew,TRUE
stewardess,
stewed,
stewing,
stick,
stickcheck,
sticker,
stickers,
sticking,
sticks,
sticky,
stiff,
stile,
still,TRUE
sting,TRUE
stinger,TRUE
stingray,TRUE
stingy,
stinky,
stir,TRUE
stirred,
stitch,TRUE
stitches,
stitching,
stockholm,
stocking,
stockings,
stockins,
stokes,TRUE
stole,
stolen,
stomach,TRUE
stomachache,
stomachaches,
stomachs,
stomp,TRUE
stomped,
stomps,
stone,TRUE
stones,
stony,
stood,
stool,TRUE
stoop,TRUE
stooped,
stop,
stopped,
stopping,
stops,
store,
stored,
stores,
stories,
storing,
storm,
storms,
stormy,
story,
storybooks,TRUE
storys,
stout,
stove,TRUE
straddle,TRUE
straight,
straightened,TRUE
straightening,
straightway,TRUE
strain,TRUE
strained,
strange,
stranger,
strangers,
strangest,
strap,TRUE
strapped,
straps,
straw,
strawberries,
strawberry,
straws,
stray,TRUE
streak,TRUE
stream,
streamed,
streaming,
streams,
street,
streets,
strength,
stretch,
stretched,
stretches,
stretching,
striding,TRUE
strife,TRUE
strike,TRUE
strikers,TRUE
strikes,
string,TRUE
stringing,
stringless,
strings,
striped,TRUE
stripers,TRUE
stripes,
stripey,
stripy,
strode,TRUE
stroked,TRUE
stroking,
stroll,TRUE
strolled,
stroller,TRUE
strolling,
strong,
stronger,TRUE
stroppy,
strow,TRUE
struck,
struggle,TRUE
struggled,
struggling,
strum,TRUE
strut,TRUE
strutting,
stubbed,TRUE
stubborn,
stubby,
stuck,
student,
students,
studied,TRUE
studio,TRUE
study,
studying,
stuff,TRUE
stuffed,
stuffing,
stuffy,
stumble,TRUE
stump,TRUE
stumpaty,
stumpy,
stunned,TRUE
stunt,TRUE
stupid,
sturdy,
stuttered,TRUE
style,TRUE
subject,TRUE
subjects,
submarine,
submarines,
subtraction,
subtropical,
subway,TRUE
succeed,TRUE
succeeds,
success,TRUE
successful,TRUE
such,
suck,TRUE
sucker,
suckers,
sudden,
suddenly,
suddenlycrunch,
suds,TRUE
sue,TRUE
sued,
sues,
suffered,TRUE
suffers,
sugar,TRUE
sugarcoat,TRUE
suggested,TRUE
suggests,
suicide,TRUE
suit,TRUE
suited,
suits,
sukey,
sulking,TRUE
sulky,
sultan,
sultry,
summer,
summers,
sun,
sunbeams,TRUE
sunburn,TRUE
sunburned,
sunday,
sundown,
sung,
sunglasses,
sunk,
sunlight,
sunlit,
sunniest,
sunny,
sunrise,
sunroof,TRUE
suns,
sunset,TRUE
sunshine,TRUE
sunshiny,
sup,
super,
superhero,TRUE
superintendent,TRUE
supermarket,TRUE
superstar,TRUE
supper,
supplied,TRUE
supplies,
support,TRUE
supporting,
supports,
suppose,TRUE
supposed,
supreme,
suprise,TRUE
sure,
surely,
surf,TRUE
surface,TRUE
surfboard,TRUE
surgeon,TRUE
surprise,TRUE
surprised,
surprises,
surprisingly,
surrey,
surrounded,TRUE
surrounding,
surroundings,
surveyed,TRUE
surveyors,TRUE
survival,
survived,TRUE
sushi,
susy,
suzy,
swallow,TRUE
swallowed,
swallowing,
swam,
swamp,TRUE
swamped,
swampland,
swamplands,
swampville,
swan,
swans,
swap,TRUE
swapped,
swarm,TRUE
swash,TRUE
swashy,
sway,TRUE
swaying,
sways,
sweat,TRUE
sweater,
sweaters,
sweating,
sweatshirt,TRUE
sweatshop,TRUE
sweaty,
sweden,
sweep,TRUE
sweeper,TRUE
sweeping,
sweet,TRUE
sweetest,TRUE
sweetheart,
sweethearts,
sweetie,
sweetly,
sweetness,
swell,TRUE
swelled,
swept,
swerve,TRUE
swerved,
swift,TRUE
swiii,
swim,
swimmer,TRUE
swimmin,
swimming,
swims,
swine,TRUE
swing,
swinging,
swings,
swirl,TRUE
swirled,
swirling,
swish,TRUE
swishes,
swishing,
swishity,
swishy,
swiss,
switchbacking,TRUE
switched,TRUE
switchman,
swizzled,TRUE
swomee,
swoon,TRUE
swoop,TRUE
swooped,
swooping,
swoosh,TRUE
sword,TRUE
swordfish,TRUE
swore,TRUE
swum,
swung,
sylvester,
sylvia,
symbol,TRUE
syrup,TRUE
t,
ta,
table,
tablecloth,TRUE
tables,
tablespoonful,TRUE
tack,TRUE
tackle,TRUE
tacky,
taco,
tacos,
tact,
taffy,
taffys,
tag,TRUE
taight,
tail,TRUE
tailed,
tailor,TRUE
tailors,
tails,
take,
taken,
takeoff,
takes,
taking,
tale,
talented,
talents,TRUE
tales,
talk,
talkative,
talked,
talkin,
talking,
talks,
talky,
tall,
tallchiefs,TRUE
tallest,TRUE
tallulah,
tallulahs,
tame,TRUE
tamed,
tamper,TRUE
tan,TRUE
tang,
tangerine,
tangerines,
tangible,
tangle,TRUE
tangled,
tangles,
tango,TRUE
tank,TRUE
tanks,
tao,
tap,
tape,TRUE
tapped,
tapping,
tappity,
taps,
tar,TRUE
tarries,
tarry,
tart,
tarts,
tassels,TRUE
taste,TRUE
tasted,
tastes,
tasteys,
tastier,
tastiest,
tasty,
tatami,
tater,
tattered,TRUE
tattletale,TRUE
tattooed,TRUE
taught,
taunting,TRUE
tavern,TRUE
taxi,
taxis,
tea,TRUE
teach,TRUE
teacher,
teachers,
teaching,
teacup,
teacups,
teal,
team,TRUE
teamed,
teardrop,TRUE
tears,TRUE
teased,TRUE
teasing,
teat,TRUE
technically,
ted,
teddies,
teddy,
tee,TRUE
teenager,TRUE
teeny,
teeth,TRUE
telegraph,TRUE
telephone,TRUE
telephoned,
telescope,TRUE
television,TRUE
tell,
tellar,
telling,
tells,
temb,
tembo,
temperature,TRUE
tempered,TRUE
temple,TRUE
temporary,
ten,
tender,TRUE
tenderly,
tenement,TRUE
tennessee,
tennis,
tent,TRUE
tentacles,TRUE
terance,
termites,TRUE
terrible,
terribly,
terrified,TRUE
territory,TRUE
terror,TRUE
test,TRUE
tested,
tex,
th,
than,
thank,TRUE
thanked,
thankful,
thankless,
thanks,
thanksgiving,
that,
that_,
thatll,
thats,
the,
theater,TRUE
thee,
their,TRUE
them,
themselves,TRUE
then,
thenbam,
thens,
therapist,TRUE
there,
thered,
therefore,
therell,
theres,
theresa,
thermos,TRUE
these,
they,
theyd,
theyll,
theyre,
theys,
theyve,
thick,
thicker,TRUE
thief,TRUE
thigh,
thighs,
thimble,TRUE
thin,TRUE
thing,
things,
thingy,
think,
thinker,TRUE
thinking,
thinks,
thinner,TRUE
third,
thirsty,
thirteen,
thirty,
this,
thisll,
thistle,
thneed,
thneeds,
thomas,
thora,
thorn,TRUE
thornbushes,TRUE
thorns,
those,
thou,
though,
thought,
thoughtful,
thoughtfully,
thoughts,
thousand,
thousands,
thread,
threaded,
threading,
threads,
threat,TRUE
three,
threescore,
threshing,TRUE
threw,
thrill,TRUE
thrilled,
thrive,TRUE
throat,
throats,
throne,TRUE
throttle,TRUE
through,
throughout,
throw,
throwing,
throws,
thrush,
thud,TRUE
thumb,
thumbkin,
thumbs,
thumby,
thump,TRUE
thumpaty,
thumped,
thumps,
thunder,TRUE
thundered,
thundering,
thunderous,
thunderstorm,TRUE
thunk,
thursday,
thursdays,
thus,
thwump,
thy,
thyself,
tick,TRUE
ticket,TRUE
tickets,
tickle,
tickled,
tickles,
tickling,
ticklish,
ticks,
tide,TRUE
tie,TRUE
tied,
tiger,
tigerish,
tigers,
tight,
tighten,TRUE
tightened,
tightly,
tightrope,TRUE
tikki,
til,
tiles,TRUE
till,
tilt,TRUE
timber,TRUE
time,TRUE
times,
timothy,
tin,TRUE
ting,TRUE
tingled,TRUE
tininess,
tinker,
tinkers,
tinkle,TRUE
tiny,
tip,
tipped,
tipping,
tipple,
tippy,
tippytoes,
tips,
tiptoe,TRUE
tiptoed,
tiptoeing,
tire,TRUE
tired,
tires,
tiresome,
tis,
tisha,
tissue,
tissues,
title,TRUE
titter,TRUE
tittlemouse,
tizzy,
tlc,
to,
toad,
toads,
toadstool,TRUE
toast,TRUE
toasted,
toasty,
tobago,
tock,TRUE
tocks,
today,
todays,
toddler,TRUE
toe,TRUE
toed,
toenails,TRUE
toes,
together,
toil,TRUE
toilet,TRUE
tokyo,
told,
toll,TRUE
tom,
tomas,
tomater,
tomato,
tomatoes,
tomcat,TRUE
tome,
tommy,
tommys,
tomorrow,
tomorrows,
tongs,TRUE
tongue,TRUE
tongues,
tonight,
tonights,
tons,TRUE
tonsils,TRUE
tony,
too,
took,
tool,TRUE
toolshed,TRUE
toot,TRUE
tooth,
toothache,TRUE
toothbrush,TRUE
toothed,
toothpaste,
toothpicks,TRUE
toots,
toowhit,
toowhoo,
top,TRUE
topham,
tophopstop,
toppings,
toppled,TRUE
tops,
torch,TRUE
tore,
torn,
tornado,TRUE
tortillas,TRUE
tortoise,TRUE
tory,
toss,TRUE
tossed,
tossing,
tother,
toucan,TRUE
touch,TRUE
touchdown,TRUE
touched,
touching,
tough,
tougher,TRUE
toupée,TRUE
tourist,TRUE
tours,TRUE
tow,TRUE
toward,
towards,
towed,
towel,
towels,
tower,TRUE
towering,
towing,
town,
towns,
townspeople,
toy,TRUE
toys,
tra,
trace,TRUE
traces,
traci,
track,TRUE
trackberry,
tracks,
tractor,
tractors,
trade,TRUE
traded,
traffic,TRUE
tragedies,TRUE
trail,TRUE
trailed,
trailer,
trailers,
trailing,
train,
trainberry,
trained,
trainer,TRUE
training,
trains,
trait,TRUE
tramp,TRUE
tramped,
tramping,
transporter,TRUE
transports,TRUE
trap,TRUE
trapeze,
trash,
trashman,
trashy,
travel,TRUE
traveled,
traveler,TRUE
traveling,
tray,TRUE
tre,
treaded,TRUE
treasure,TRUE
treasures,
treasury,
treat,TRUE
treated,
treats,
tree,
trees,
treetop,
treetops,
tremble,TRUE
trembled,
trembling,
tremendous,TRUE
trenchers,TRUE
tri,
triangle,
triangles,
triceratops,
trick,TRUE
tricks,
tricky,
tricycle,TRUE
tried,
tries,
trifle,TRUE
trike,TRUE
trillions,TRUE
trilogy,TRUE
trim,TRUE
trimmed,
trimming,
trip,TRUE
tripe,
triplane,
tripped,
trips,
trixie,
trixies,
troll,TRUE
trolley,TRUE
tromp,TRUE
trooped,TRUE
tropical,
trot,TRUE
trotting,
trouble,
troubled,
troubles,
troublesome,
troubling,
trousies,
trout,TRUE
trow,
trowel,
truck,TRUE
truckdonald,
truckdrivers,TRUE
trucks,
trudge,TRUE
trudged,
trudges,
TRUE,
truffula,
truly,
trumpet,TRUE
trumpeting,
trumpets,
trunk,
trunks,
trust,TRUE
trusty,
truth,TRUE
try,
tryin,
trying,
tsz,
tt,
tub,TRUE
tuba,TRUE
tubes,TRUE
tubman,
tuck,
tucked,
tucker,
tucking,
tucks,
tuesday,
tuesdays,
tuffet,
tuft,
tufts,
tug,TRUE
tugboat,TRUE
tugged,
tugs,
tuk,
tumba,
tumble,TRUE
tumbled,
tumbling,
tummies,
tummy,
tummys,
tuna,
tune,TRUE
tuning,
tunnel,TRUE
tunnels,
turban,TRUE
turffula,
turkey,
turkeys,
turn,
turned,
turnin,
turning,
turnips,TRUE
turns,
turntable,TRUE
turtle,
turtles,
tusks,TRUE
tuttle,
tuv,
tv,
twaddle,TRUE
twas,
tweaked,TRUE
twee,
tweedle,TRUE
tweet,TRUE
tweetle,
twelve,
twenty,
twerp,TRUE
twice,
twiddle,TRUE
twiddlin,
twig,
twigs,
twill,
twin,TRUE
twinkle,TRUE
twinkled,
twinkles,
twins,
twirl,
twirled,
twirling,
twirls,
twirly,
twist,
twisted,
twisting,
twists,
twisty,
twitch,TRUE
twitched,
twitchett,
twitching,
twitters,TRUE
two,
twopence,
type,TRUE
types,
typewriter,TRUE
tyrannosaurus,
tzu,
u,
ubbs,
uestion,
ugggh,
ugh,
ughs,
ugliest,TRUE
ugly,
uh,
ukraine,
ultimately,TRUE
ultimatium,
um,
umbrella,TRUE
un,
unable,
unattractive,
unbearable,TRUE
unbelievable,
unbelievably,
unbroken,
unbutton,TRUE
uncertain,
uncle,
unclenched,TRUE
uncles,
uncombed,TRUE
uncomfortable,TRUE
uncontrollable,TRUE
uncooperative,
uncouple,TRUE
uncoupled,
under,
underground,
undergrowth,
underneath,
underpants,
underside,TRUE
understand,
understanding,
understands,
understood,
undertakers,TRUE
underwear,
undies,
undone,
undust,TRUE
uneventfully,TRUE
unfold,TRUE
unfolding,
unfortunate,
unfortunately,
unhappy,
unheard,TRUE
unheedin,
unhurt,
unicorn,
unicorns,
unicycle,TRUE
uniform,TRUE
uniforms,
uninvited,TRUE
unique,
uniquely,
united,TRUE
universe,
unlatched,TRUE
unless,
unlight,
unlike,TRUE
unload,TRUE
unloaded,
unlucky,
unpleasant,
unpopular,
unscrewed,TRUE
unselfishly,TRUE
unselfishness,
unshaven,
untied,TRUE
until,
unto,
unused,TRUE
unusual,TRUE
unwrapped,TRUE
up,
uphill,
uphold,TRUE
upmmmmmmmmmmffffffffff,
upon,
upper,
uppercase,TRUE
ups,
upset,TRUE
upsetting,
upside,
upstairs,
uptown,
upturned,TRUE
upward,TRUE
urge,TRUE
urged,
urgent,TRUE
us,
use,
used,
useful,
useless,
uses,
usher,TRUE
using,
usual,TRUE
usually,
utterly,
uu,
v,
vacant,TRUE
vacation,TRUE
vacations,
vaccinations,TRUE
vale,
valentine,
valentines,
valley,
valleys,
valuable,
vampire,
vampires,
van,
vane,
vanilla,
vanished,TRUE
vans,
varied,
varieties,TRUE
various,
varoom,
vary,TRUE
vase,
vases,
vastly,
veal,
vegetables,TRUE
veil,TRUE
velociraptor,TRUE
velvet,
velvety,
venture,TRUE
vera,
vernon,
vert,
very,
vest,TRUE
vet,TRUE
veterinarian,TRUE
vexation,
vexed,TRUE
victims,TRUE
victor,
victoria,
victory,TRUE
victuals,TRUE
video,
videos,
view,TRUE
viewpoint,TRUE
vigor,
village,
villages,
ville,TRUE
vim,
vine,TRUE
vinegar,
vines,
vinn,
viola,
violence,
violent,TRUE
violet,
violets,
violin,TRUE
vipp,
vipper,
virginia,
virus,TRUE
vision,TRUE
visions,
visit,TRUE
visited,
visitor,
visitors,
vividly,TRUE
vlad,
vladimirs,
voice,TRUE
voices,
voilà,
volume,
volunteered,TRUE
voted,TRUE
votes,
vowed,TRUE
vroom,TRUE
vroomy,
vug,
vulgar,
vv,
w,
waah,
wacky,
waddle,TRUE
waddled,
waddles,
waded,TRUE
wag,TRUE
wagged,
wagging,
waggled,TRUE
waggling,
waggy,
wagon,
wagons,
wail,
wailed,
wailing,
wails,
wainscot,
wait,
waited,
waiter,
waiters,
waiting,
waits,
waitthere,
wake,
waked,
wakeful,
wakes,
waking,
waldo,
walk,
walked,
walker,TRUE
walkin,
walking,
walks,
walky,
wall,
walloped,TRUE
walls,
walnut,TRUE
walrus,TRUE
waltzing,TRUE
wand,TRUE
wander,TRUE
wandered,
wandering,
want,TRUE
wanted,
wants,
war,TRUE
warblers,TRUE
wardrobe,TRUE
ware,TRUE
wares,
warm,TRUE
warmed,
warmer,TRUE
warming,
warmly,
warmth,
warn,TRUE
warned,
warning,
warren,
wart,TRUE
warthogs,TRUE
was,
wash,
washed,
washer,TRUE
washes,
washing,
washington,
washtub,TRUE
wasket,
wasnt,
waste,TRUE
wastebasket,TRUE
wasted,
wasteful,
wasting,
watch,
watched,
watches,
watching,
watchman,
water,TRUE
watered,
waterloo,
watermelon,
watermelons,
waterpipe,TRUE
waters,
watson,
watts,TRUE
wave,
waved,
